	NIntermedia8761	NcraNC12	Ndis8579	Nhispaniola8817	Nmetzenbergii10397	NsitophilaW1434	Ntet10752L9	Ntet2503L8	Ntet2508L6	Ntet9045L7
OG0004184	maker-unitig_4|quiver-augustus-gene-2.1055-mRNA-1	XP_957656.1	jgi|Neudi1|98579|estExt_Genewise1Plus.C_60981	maker-scaffold2698-augustus-gene-0.151-mRNA-1	maker-10397pb_lg6-augustus-gene-2.1018-mRNA-1	maker-W1434pb_lg6-augustus-gene-1.1304-mRNA-1	maker-10752pb_lg6-augustus-gene-1.1292-mRNA-1	maker-2503pb_lg6-augustus-gene-1.1337-mRNA-1	XP_009854408.1	maker-9045pb_lg6-augustus-gene-1.1310-mRNA-1
OG0004199	maker-unitig_4|quiver-augustus-gene-2.1052-mRNA-1	XP_957644.1	jgi|Neudi1|126663|estExt_fgenesh2_pg.C_60454	maker-scaffold2698-augustus-gene-0.148-mRNA-1	maker-10397pb_lg6-augustus-gene-2.1021-mRNA-1	maker-W1434pb_lg6-augustus-gene-1.1307-mRNA-1	maker-10752pb_lg6-augustus-gene-1.1294-mRNA-1	maker-2503pb_lg6-augustus-gene-1.1339-mRNA-1	XP_009854418.1	maker-9045pb_lg6-augustus-gene-1.1312-mRNA-1
OG0004203	augustus-unitig_4|quiver-processed-gene-2.30-mRNA-1	XP_957643.1	jgi|Neudi1|111440|fgenesh2_pg.C_scaffold_6000467	augustus-scaffold2698-processed-gene-0.3-mRNA-1	augustus-10397pb_lg6-processed-gene-2.265-mRNA-1	augustus-W1434pb_lg6-processed-gene-1.409-mRNA-1	augustus-10752pb_lg6-processed-gene-1.397-mRNA-1	augustus-2503pb_lg6-processed-gene-1.414-mRNA-1	XP_009854419.1	augustus-9045pb_lg6-processed-gene-1.407-mRNA-1
OG0004207	maker-unitig_4|quiver-augustus-gene-2.1058-mRNA-1	XP_957663.2	jgi|Neudi1|111419|fgenesh2_pg.C_scaffold_6000446	maker-scaffold2698-augustus-gene-0.155-mRNA-1	maker-10397pb_lg6-augustus-gene-2.1015-mRNA-1	maker-W1434pb_lg6-augustus-gene-1.1301-mRNA-1	maker-10752pb_lg6-augustus-gene-1.1290-mRNA-1	maker-2503pb_lg6-augustus-gene-1.1335-mRNA-1	XP_009854398.1	maker-9045pb_lg6-snap-gene-1.1514-mRNA-1
OG0004209	maker-unitig_4|quiver-augustus-gene-2.1056-mRNA-1	XP_957659.1	jgi|Neudi1|98571|estExt_Genewise1Plus.C_60973	maker-scaffold2698-augustus-gene-0.152-mRNA-1	maker-10397pb_lg6-augustus-gene-2.1017-mRNA-1	maker-W1434pb_lg6-augustus-gene-1.1303-mRNA-1	maker-10752pb_lg6-augustus-gene-1.1291-mRNA-1	augustus-2503pb_lg6-processed-gene-1.408-mRNA-1	XP_009854403.1	maker-9045pb_lg6-augustus-gene-1.1309-mRNA-1
OG0004218	snap_masked-unitig_4|quiver-processed-gene-2.516-mRNA-1	XP_957662.2	jgi|Neudi1|167378|estExt_fgenesh3_kg.C_60243	maker-scaffold2698-snap-gene-0.173-mRNA-1	snap_masked-10397pb_lg6-processed-gene-2.709-mRNA-1	snap_masked-W1434pb_lg6-processed-gene-1.972-mRNA-1	augustus-10752pb_lg6-processed-gene-1.388-mRNA-1	augustus-2503pb_lg6-processed-gene-1.405-mRNA-1	XP_009854399.1	augustus-9045pb_lg6-processed-gene-1.399-mRNA-1
OG0004221	snap_masked-unitig_4|quiver-processed-gene-2.522-mRNA-1	XP_957668.2	jgi|Neudi1|98556|estExt_Genewise1Plus.C_60958	maker-scaffold2698-snap-gene-0.175-mRNA-1	maker-10397pb_lg6-snap-gene-2.1168-mRNA-1	maker-W1434pb_lg6-snap-gene-1.1489-mRNA-1	maker-10752pb_lg6-snap-gene-1.1493-mRNA-1	maker-2503pb_lg6-snap-gene-1.1543-mRNA-1	XP_009854394.1	snap_masked-9045pb_lg6-processed-gene-1.967-mRNA-1
OG0004229	augustus-unitig_4|quiver-processed-gene-2.276-mRNA-1	XP_957666.1	jgi|Neudi1|80191|estExt_Genewise1.C_60959	augustus-scaffold2698-processed-gene-0.50-mRNA-1	augustus-10397pb_lg6-processed-gene-2.36-mRNA-1	augustus-W1434pb_lg6-processed-gene-1.142-mRNA-1	augustus-10752pb_lg6-processed-gene-1.136-mRNA-1	augustus-2503pb_lg6-processed-gene-1.142-mRNA-1	XP_009854395.1	augustus-9045pb_lg6-processed-gene-1.141-mRNA-1
OG0004240	augustus-unitig_4|quiver-processed-gene-2.267-mRNA-1	XP_957647.1	jgi|Neudi1|126661|estExt_fgenesh2_pg.C_60451	augustus-scaffold2698-processed-gene-0.41-mRNA-1	augustus-10397pb_lg6-processed-gene-2.45-mRNA-1	augustus-W1434pb_lg6-processed-gene-1.151-mRNA-1	maker-10752pb_lg6-snap-gene-1.1393-mRNA-1	maker-2503pb_lg6-snap-gene-1.1439-mRNA-1	XP_009854416.1	augustus-9045pb_lg6-processed-gene-1.150-mRNA-1
OG0004269	augustus-unitig_4|quiver-processed-gene-2.271-mRNA-1	XP_957651.2	jgi|Neudi1|167383|estExt_fgenesh3_kg.C_60248	augustus-scaffold2698-processed-gene-0.45-mRNA-1	augustus-10397pb_lg6-processed-gene-2.41-mRNA-1	augustus-W1434pb_lg6-processed-gene-1.147-mRNA-1	augustus-10752pb_lg6-processed-gene-1.141-mRNA-1	augustus-2503pb_lg6-processed-gene-1.147-mRNA-1	XP_009854412.1	augustus-9045pb_lg6-processed-gene-1.146-mRNA-1
OG0004272	maker-unitig_4|quiver-augustus-gene-2.1129-mRNA-1	XP_957648.1	jgi|Neudi1|156126|estExt_fgenesh3_pm.C_60420	maker-scaffold2698-augustus-gene-0.159-mRNA-1	maker-10397pb_lg6-augustus-gene-2.946-mRNA-1	maker-W1434pb_lg6-augustus-gene-1.1217-mRNA-1	maker-10752pb_lg6-augustus-gene-1.1201-mRNA-1	maker-2503pb_lg6-augustus-gene-1.1244-mRNA-1	XP_009854415.1	maker-9045pb_lg6-augustus-gene-1.1220-mRNA-1
OG0004274	maker-unitig_4|quiver-augustus-gene-2.1130-mRNA-1	XP_957649.1	jgi|Neudi1|98595|estExt_Genewise1Plus.C_60999	maker-scaffold2698-augustus-gene-0.160-mRNA-1	maker-10397pb_lg6-augustus-gene-2.945-mRNA-1	maker-W1434pb_lg6-augustus-gene-1.1216-mRNA-1	maker-10752pb_lg6-augustus-gene-1.1200-mRNA-1	maker-2503pb_lg6-augustus-gene-1.1243-mRNA-1	XP_009854414.1	maker-9045pb_lg6-augustus-gene-1.1219-mRNA-1
OG0004278	maker-unitig_4|quiver-augustus-gene-2.1133-mRNA-1	XP_957658.1	jgi|Neudi1|35196|gw1.6.466.1	augustus-scaffold2698-processed-gene-0.48-mRNA-1	maker-10397pb_lg6-augustus-gene-2.942-mRNA-1	maker-W1434pb_lg6-augustus-gene-1.1213-mRNA-1	maker-10752pb_lg6-augustus-gene-1.1197-mRNA-1	maker-2503pb_lg6-augustus-gene-1.1239-mRNA-1	XP_009854405.1	maker-9045pb_lg6-augustus-gene-1.1217-mRNA-1
OG0004279	maker-unitig_4|quiver-augustus-gene-2.1134-mRNA-1	XP_957661.1	jgi|Neudi1|13326|aug-scaffold_6.g439	maker-scaffold2698-augustus-gene-0.163-mRNA-1	augustus-10397pb_lg6-processed-gene-2.37-mRNA-1	maker-W1434pb_lg6-augustus-gene-1.1212-mRNA-1	maker-10752pb_lg6-augustus-gene-1.1196-mRNA-1	maker-2503pb_lg6-augustus-gene-1.1238-mRNA-1	XP_009854401.1	maker-9045pb_lg6-augustus-gene-1.1216-mRNA-1
OG0004281	augustus-unitig_4|quiver-processed-gene-2.272-mRNA-1	XP_957653.2	jgi|Neudi1|156120|estExt_fgenesh3_pm.C_60414	augustus-scaffold2698-processed-gene-0.46-mRNA-1	augustus-10397pb_lg6-processed-gene-2.40-mRNA-1	augustus-W1434pb_lg6-processed-gene-1.146-mRNA-1	augustus-10752pb_lg6-processed-gene-1.140-mRNA-1	augustus-2503pb_lg6-processed-gene-1.146-mRNA-1	XP_009853862.1	augustus-9045pb_lg6-processed-gene-1.145-mRNA-1
OG0004293	maker-unitig_4|quiver-snap-gene-2.1201-mRNA-1	XP_957640.1	jgi|Neudi1|126665|estExt_fgenesh2_pg.C_60457	maker-scaffold2698-snap-gene-0.164-mRNA-1	maker-10397pb_lg6-snap-gene-2.1178-mRNA-1	maker-W1434pb_lg6-snap-gene-1.1499-mRNA-1	maker-10752pb_lg6-snap-gene-1.1500-mRNA-1	maker-2503pb_lg6-snap-gene-1.1551-mRNA-1	XP_009854422.1	maker-9045pb_lg6-snap-gene-1.1520-mRNA-1
OG0004368	maker-unitig_4|quiver-augustus-gene-3.1281-mRNA-1	XP_960412.1	jgi|Neudi1|97975|estExt_Genewise1Plus.C_60347	maker-scaffold3556-augustus-gene-0.43-mRNA-1	maker-10397pb_lg6-augustus-gene-0.901-mRNA-1	maker-W1434pb_lg6-augustus-gene-0.1057-mRNA-1	maker-10752pb_lg6-snap-gene-0.1249-mRNA-1	maker-2503pb_lg6-augustus-gene-0.1087-mRNA-1	XP_009854102.1	maker-9045pb_lg6-augustus-gene-0.1075-mRNA-1
OG0004375	maker-unitig_4|quiver-augustus-gene-3.1282-mRNA-1	XP_960410.1	jgi|Neudi1|126399|estExt_fgenesh2_pg.C_60153	maker-scaffold3556-augustus-gene-0.42-mRNA-1	maker-10397pb_lg6-augustus-gene-0.900-mRNA-1	maker-W1434pb_lg6-augustus-gene-0.1056-mRNA-1	maker-10752pb_lg6-augustus-gene-0.1072-mRNA-1	maker-2503pb_lg6-augustus-gene-0.1086-mRNA-1	XP_009854100.1	maker-9045pb_lg6-augustus-gene-0.1074-mRNA-1
OG0004376	augustus-unitig_4|quiver-processed-gene-3.313-mRNA-1	XP_960411.2	jgi|Neudi1|97972|estExt_Genewise1Plus.C_60343	augustus-scaffold3556-processed-gene-0.1-mRNA-1	augustus-10397pb_lg6-processed-gene-0.104-mRNA-1	augustus-W1434pb_lg6-processed-gene-0.92-mRNA-1	augustus-10752pb_lg6-processed-gene-0.99-mRNA-1	augustus-2503pb_lg6-processed-gene-0.99-mRNA-1	XP_009854101.1	augustus-9045pb_lg6-processed-gene-0.97-mRNA-1
OG0004386	maker-unitig_4|quiver-snap-gene-3.1457-mRNA-1	XP_001728299.2	jgi|Neudi1|111135|fgenesh2_pg.C_scaffold_6000162	snap_masked-scaffold3556-processed-gene-0.27-mRNA-1	maker-10397pb_lg6-snap-gene-0.1028-mRNA-1	maker-W1434pb_lg6-augustus-gene-0.1061-mRNA-1	maker-10752pb_lg6-snap-gene-0.1252-mRNA-1	maker-2503pb_lg6-snap-gene-0.1256-mRNA-1	XP_009854107.1	maker-9045pb_lg6-snap-gene-0.1242-mRNA-1
