	NIntermedia8761	NcraNC12	Ndis8579	Nhispaniola8817	Nmetzenbergii10397	NsitophilaW1434	Ntet10752L9	Ntet2503L8	Ntet2508L6	Ntet9045L7
OG0002921	maker-unitig_6|quiver-augustus-gene-2.1662-mRNA-1	XP_960088.1	jgi|Neudi1|82826|estExt_Genewise1.C_90162	maker-scaffold3-augustus-gene-0.110-mRNA-1	augustus-10397pb_lg7-processed-gene-3.518-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1582-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2017-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2072-mRNA-1	XP_009853704.1	maker-9045pb_lg7-augustus-gene-2.2109-mRNA-1
OG0002922	augustus-unitig_6|quiver-processed-gene-2.147-mRNA-1	XP_001728240.1	jgi|Neudi1|48714|gw1.9.1011.1	augustus-scaffold2043-processed-gene-0.4-mRNA-1	augustus-10397pb_lg7-processed-gene-3.157-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.120-mRNA-1	augustus-10752pb_lg7-processed-gene-2.176-mRNA-1	augustus-2503pb_lg7-processed-gene-2.188-mRNA-1	XP_009852704.1	augustus-9045pb_lg7-processed-gene-2.192-mRNA-1
OG0002923	maker-unitig_6|quiver-augustus-gene-2.1604-mRNA-1	XP_959522.1	jgi|Neudi1|83098|estExt_Genewise1.C_90474	maker-scaffold2910-augustus-gene-0.24-mRNA-1	augustus-10397pb_lg7-processed-gene-3.95-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1444-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1957-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2008-mRNA-1	XP_009853555.1	maker-9045pb_lg7-augustus-gene-2.2044-mRNA-1
OG0002924	maker-unitig_6|quiver-snap-gene-2.1920-mRNA-1	XP_960077.1	jgi|Neudi1|63697|e_gw1.9.863.1	maker-scaffold3-snap-gene-0.126-mRNA-1	maker-10397pb_lg7-snap-gene-3.2077-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1835-mRNA-1	maker-10752pb_lg7-snap-gene-2.2361-mRNA-1	maker-2503pb_lg7-snap-gene-2.2414-mRNA-1	XP_009853697.1	maker-9045pb_lg7-snap-gene-2.2467-mRNA-1
OG0002925	maker-unitig_6|quiver-augustus-gene-2.1550-mRNA-1	XP_959464.3	jgi|Neudi1|168188|estExt_fgenesh3_kg.C_90197	maker-scaffold3481-augustus-gene-0.37-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1603-mRNA-1	augustus-W1434pb_lg7-processed-gene-2.53-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1908-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1959-mRNA-1	XP_009853430.1	maker-9045pb_lg7-augustus-gene-2.1995-mRNA-1
OG0002926	maker-unitig_6|quiver-augustus-gene-2.1645-mRNA-1	XP_960042.1	jgi|Neudi1|157189|estExt_fgenesh3_pm.C_90087	augustus-scaffold447-processed-gene-0.41-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1818-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1600-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1998-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2054-mRNA-1	XP_009853666.1	maker-9045pb_lg7-augustus-gene-2.2090-mRNA-1
OG0002927	maker-unitig_6|quiver-augustus-gene-2.1651-mRNA-1	XP_960058.1	jgi|Neudi1|157180|estExt_fgenesh3_pm.C_90078	maker-scaffold2164-augustus-gene-0.25-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1814-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1594-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2006-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2062-mRNA-1	XP_009853681.1	maker-9045pb_lg7-augustus-gene-2.2098-mRNA-1
OG0002928	maker-unitig_6|quiver-augustus-gene-2.1609-mRNA-1	XP_959590.1	jgi|Neudi1|83082|estExt_Genewise1.C_90455	maker-scaffold1135-augustus-gene-0.59-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1654-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1448-mRNA-1	maker-10752pb_lg7-snap-gene-2.2304-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2012-mRNA-1	XP_009853561.1	augustus-9045pb_lg7-processed-gene-2.138-mRNA-1
OG0002929	maker-unitig_6|quiver-snap-gene-2.1825-mRNA-1	XP_001728355.2	jgi|Neudi1|101658|estExt_Genewise1Plus.C_90671	maker-scaffold3036-snap-gene-0.172-mRNA-1	maker-10397pb_lg7-snap-gene-3.1867-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1640-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1925-mRNA-1	maker-2503pb_lg7-snap-gene-2.2312-mRNA-1	XP_009853474.1	maker-9045pb_lg7-snap-gene-2.2367-mRNA-1
OG0002930	maker-unitig_6|quiver-snap-gene-2.1821-mRNA-1	XP_959937.1	jgi|Neudi1|168161|estExt_fgenesh3_kg.C_90170	maker-scaffold3036-snap-gene-0.169-mRNA-1	maker-10397pb_lg7-snap-gene-3.1864-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1636-mRNA-1	maker-10752pb_lg7-snap-gene-2.2261-mRNA-1	maker-2503pb_lg7-snap-gene-2.2308-mRNA-1	XP_009853469.1	maker-9045pb_lg7-snap-gene-2.2363-mRNA-1
OG0002931	maker-unitig_6|quiver-augustus-gene-2.1635-mRNA-1	XP_959726.2	jgi|Neudi1|168063|estExt_fgenesh3_kg.C_90070	maker-scaffold504-augustus-gene-0.106-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1795-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1571-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1988-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2043-mRNA-1	XP_009852767.1	maker-9045pb_lg7-augustus-gene-2.2079-mRNA-1
OG0002932	maker-unitig_6|quiver-snap-gene-2.1941-mRNA-1	XP_959873.1	jgi|Neudi1|101084|estExt_Genewise1Plus.C_90027	augustus-scaffold447-processed-gene-0.98-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1716-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1503-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2034-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2088-mRNA-1	XP_009853760.1	maker-9045pb_lg7-augustus-gene-2.2124-mRNA-1
OG0002933	augustus-unitig_6|quiver-processed-gene-2.41-mRNA-1	XP_959945.1	jgi|Neudi1|64380|e_gw1.9.928.1	augustus-scaffold3036-processed-gene-0.6-mRNA-1	augustus-10397pb_lg7-processed-gene-3.46-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.20-mRNA-1	augustus-10752pb_lg7-processed-gene-2.78-mRNA-1	augustus-2503pb_lg7-processed-gene-2.82-mRNA-1	XP_009853461.1	augustus-9045pb_lg7-processed-gene-2.85-mRNA-1
OG0002934	maker-unitig_6|quiver-augustus-gene-2.1569-mRNA-1	XP_959931.1	jgi|Neudi1|168159|estExt_fgenesh3_kg.C_90168	maker-scaffold3036-augustus-gene-0.148-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1620-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1410-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1926-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1978-mRNA-1	XP_009853475.1	maker-9045pb_lg7-augustus-gene-2.2013-mRNA-1
OG0002935	maker-unitig_6|quiver-augustus-gene-2.1612-mRNA-1	XP_959585.2	jgi|Neudi1|168100|estExt_fgenesh3_kg.C_90108	maker-scaffold1135-augustus-gene-0.62-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1657-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1450-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1964-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2015-mRNA-1	XP_009852812.1	maker-9045pb_lg7-augustus-gene-2.2051-mRNA-1
OG0002936	maker-unitig_6|quiver-augustus-gene-2.1578-mRNA-1	XP_959914.1	jgi|Neudi1|101609|estExt_Genewise1Plus.C_90620	maker-scaffold1763-augustus-gene-0.242-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1627-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1419-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1934-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1986-mRNA-1	XP_009853493.1	maker-9045pb_lg7-augustus-gene-2.2021-mRNA-1
OG0002937	augustus-unitig_6|quiver-processed-gene-2.97-mRNA-1	XP_959591.1	jgi|Neudi1|63680|e_gw1.9.956.1	augustus-scaffold1135-processed-gene-0.2-mRNA-1	augustus-10397pb_lg7-processed-gene-3.100-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.74-mRNA-1	snap_masked-10752pb_lg7-processed-gene-2.1011-mRNA-1	augustus-2503pb_lg7-processed-gene-2.134-mRNA-1	XP_009852822.1	augustus-9045pb_lg7-processed-gene-2.137-mRNA-1
OG0002938	maker-unitig_6|quiver-snap-gene-2.1860-mRNA-1	XP_959526.2	jgi|Neudi1|168108|estExt_fgenesh3_kg.C_90116	maker-scaffold2910-snap-gene-0.29-mRNA-1	maker-10397pb_lg7-snap-gene-3.1898-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1442-mRNA-1	maker-10752pb_lg7-snap-gene-2.2296-mRNA-1	maker-2503pb_lg7-snap-gene-2.2343-mRNA-1	XP_009853552.1	maker-9045pb_lg7-snap-gene-2.2397-mRNA-1
OG0002939	maker-unitig_6|quiver-augustus-gene-2.1586-mRNA-1	XP_959896.1	jgi|Neudi1|141010|fgenesh3_pm.C_scaffold_9000239	maker-scaffold1763-augustus-gene-0.235-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1634-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1427-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1940-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1992-mRNA-1	XP_009853508.1	maker-9045pb_lg7-augustus-gene-2.2027-mRNA-1
OG0002940	maker-unitig_6|quiver-snap-gene-2.1841-mRNA-1	XP_011395120.1	jgi|Neudi1|14700|aug-scaffold_9.g260	maker-scaffold1763-snap-gene-0.280-mRNA-1	maker-10397pb_lg7-snap-gene-3.1882-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1425-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1938-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1990-mRNA-1	XP_009853505.1	maker-9045pb_lg7-augustus-gene-2.2025-mRNA-1
OG0002941	maker-unitig_6|quiver-augustus-gene-2.1572-mRNA-1	XP_959927.3	jgi|Neudi1|127871|estExt_fgenesh2_pg.C_90294	maker-scaffold3036-augustus-gene-0.151-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1623-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.31-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1928-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1980-mRNA-1	XP_009853479.1	maker-9045pb_lg7-augustus-gene-2.2015-mRNA-1
OG0002942	maker-unitig_6|quiver-augustus-gene-2.1560-mRNA-1	XP_959951.3	jgi|Neudi1|101696|estExt_Genewise1Plus.C_90712	maker-scaffold3036-augustus-gene-0.139-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1612-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1632-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1917-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1969-mRNA-1	XP_009853457.1	maker-9045pb_lg7-augustus-gene-2.2004-mRNA-1
OG0002943	maker-unitig_6|quiver-augustus-gene-2.1630-mRNA-1	XP_959567.2	jgi|Neudi1|82964|estExt_Genewise1.C_90325	maker-scaffold2317-augustus-gene-0.84-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1676-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1560-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2151-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2036-mRNA-1	XP_009853621.1	maker-9045pb_lg7-augustus-gene-2.2072-mRNA-1
OG0002944	maker-unitig_6|quiver-augustus-gene-2.1647-mRNA-1	XP_960046.1	jgi|Neudi1|101255|estExt_Genewise1Plus.C_90229	maker-scaffold447-augustus-gene-0.387-mRNA-1	augustus-10397pb_lg7-processed-gene-3.535-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1598-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2000-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2056-mRNA-1	XP_009853670.1	maker-9045pb_lg7-augustus-gene-2.2092-mRNA-1
OG0002945	augustus-unitig_6|quiver-processed-gene-2.193-mRNA-1	XP_959863.1	jgi|Neudi1|140798|fgenesh3_pm.C_scaffold_9000027	augustus-scaffold447-processed-gene-0.101-mRNA-1	augustus-10397pb_lg7-processed-gene-3.199-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.160-mRNA-1	augustus-10752pb_lg7-processed-gene-2.223-mRNA-1	augustus-2503pb_lg7-processed-gene-2.232-mRNA-1	XP_009853750.1	augustus-9045pb_lg7-processed-gene-2.237-mRNA-1
OG0002946	maker-unitig_6|quiver-snap-gene-2.1876-mRNA-1	XP_959679.2	jgi|Neudi1|83034|estExt_Genewise1.C_90404	maker-scaffold1115-snap-gene-0.137-mRNA-1	maker-10397pb_lg7-snap-gene-3.1913-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1688-mRNA-1	maker-10752pb_lg7-snap-gene-2.2314-mRNA-1	snap_masked-2503pb_lg7-processed-gene-2.1039-mRNA-1	XP_009853582.1	maker-9045pb_lg7-snap-gene-2.2415-mRNA-1
OG0002947	maker-unitig_6|quiver-snap-gene-2.1874-mRNA-1	XP_959671.3	jgi|Neudi1|26505|scaffold_9-snap.228.1	maker-scaffold1322-snap-gene-0.42-mRNA-1	maker-10397pb_lg7-snap-gene-3.1911-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1686-mRNA-1	maker-10752pb_lg7-snap-gene-2.2311-mRNA-1	maker-2503pb_lg7-snap-gene-2.2357-mRNA-1	XP_009853573.1	maker-9045pb_lg7-snap-gene-2.2412-mRNA-1
OG0002948	maker-unitig_6|quiver-snap-gene-2.1861-mRNA-1	XP_959523.1	jgi|Neudi1|127805|estExt_fgenesh2_pg.C_90222	maker-scaffold2910-snap-gene-0.31-mRNA-1	maker-10397pb_lg7-snap-gene-3.1899-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1674-mRNA-1	maker-10752pb_lg7-snap-gene-2.2298-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2007-mRNA-1	XP_009853554.1	maker-9045pb_lg7-snap-gene-2.2398-mRNA-1
OG0002949	maker-unitig_6|quiver-snap-gene-2.1814-mRNA-1	XP_959420.3	jgi|Neudi1|101709|estExt_Genewise1Plus.C_90728	maker-scaffold678-snap-gene-0.126-mRNA-1	maker-10397pb_lg7-snap-gene-3.1857-mRNA-1	maker-W1434pb_lg7-snap-gene-2.663-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1914-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1965-mRNA-1	XP_009852758.1	maker-9045pb_lg7-augustus-gene-2.2000-mRNA-1
OG0002950	maker-unitig_6|quiver-augustus-gene-2.1606-mRNA-1	XP_959594.1	jgi|Neudi1|168105|estExt_fgenesh3_kg.C_90113	maker-scaffold1135-augustus-gene-0.56-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1651-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1446-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1959-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2010-mRNA-1	XP_009853557.1	maker-9045pb_lg7-augustus-gene-2.2046-mRNA-1
OG0002951	maker-unitig_6|quiver-augustus-gene-2.1556-mRNA-1	XP_959751.3	jgi|Neudi1|157382|estExt_fgenesh3_pm.C_90303	maker-scaffold678-augustus-gene-0.110-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1608-mRNA-1	maker-W1434pb_lg7-augustus-gene-2.561-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1913-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1964-mRNA-1	XP_009853442.1	maker-9045pb_lg7-augustus-gene-2.1999-mRNA-1
OG0002952	maker-unitig_6|quiver-augustus-gene-2.1684-mRNA-1	XP_959886.2	jgi|Neudi1|101117|estExt_Genewise1Plus.C_90061	augustus-scaffold447-processed-gene-0.92-mRNA-1	snap_masked-10397pb_lg7-processed-gene-3.969-mRNA-1	snap_masked-W1434pb_lg7-processed-gene-3.845-mRNA-1	snap_masked-10752pb_lg7-processed-gene-2.1132-mRNA-1	snap_masked-2503pb_lg7-processed-gene-2.1159-mRNA-1	XP_009853772.1	snap_masked-9045pb_lg7-processed-gene-2.1181-mRNA-1
OG0002953	maker-unitig_6|quiver-snap-gene-2.1868-mRNA-1	XP_959589.1	jgi|Neudi1|101452|estExt_Genewise1Plus.C_90451	maker-scaffold1135-augustus-gene-0.60-mRNA-1	snap_masked-10397pb_lg7-processed-gene-3.848-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1681-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1962-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2013-mRNA-1	XP_009852807.1	maker-9045pb_lg7-snap-gene-2.2406-mRNA-1
OG0002954	maker-unitig_6|quiver-augustus-gene-2.1576-mRNA-1	XP_959917.1	jgi|Neudi1|83243|estExt_Genewise1.C_90629	augustus-scaffold3036-processed-gene-0.21-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1626-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1417-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1932-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1984-mRNA-1	XP_009853490.1	maker-9045pb_lg7-augustus-gene-2.2019-mRNA-1
OG0002955	augustus-unitig_6|quiver-processed-gene-2.116-mRNA-1	XP_959565.2	jgi|Neudi1|101373|estExt_Genewise1Plus.C_90363	augustus-scaffold1115-processed-gene-0.30-mRNA-1	augustus-10397pb_lg7-processed-gene-3.120-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.94-mRNA-1	maker-10752pb_lg7-snap-gene-2.2321-mRNA-1	maker-2503pb_lg7-snap-gene-2.2367-mRNA-1	XP_009853598.1	maker-9045pb_lg7-snap-gene-2.2421-mRNA-1
OG0002956	maker-unitig_6|quiver-augustus-gene-2.1566-mRNA-1	XP_959933.2	jgi|Neudi1|168160|estExt_fgenesh3_kg.C_90169	maker-scaffold3036-augustus-gene-0.145-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1617-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1407-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1923-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1975-mRNA-1	XP_009853472.1	maker-9045pb_lg7-augustus-gene-2.2010-mRNA-1
OG0002957	maker-unitig_6|quiver-augustus-gene-2.1644-mRNA-1	XP_960041.3	jgi|Neudi1|82895|estExt_Genewise1.C_90241	maker-scaffold447-snap-gene-0.440-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1819-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1601-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1997-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2053-mRNA-1	XP_009853665.1	maker-9045pb_lg7-augustus-gene-2.2089-mRNA-1
OG0002958	maker-unitig_6|quiver-augustus-gene-2.1641-mRNA-1	XP_959737.2	jgi|Neudi1|127722|estExt_fgenesh2_pg.C_90119	maker-scaffold2043-augustus-gene-0.94-mRNA-1	maker-10397pb_lg7-snap-gene-3.1941-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1575-mRNA-1	maker-10752pb_lg7-snap-gene-2.2338-mRNA-1	maker-2503pb_lg7-snap-gene-2.2392-mRNA-1	XP_009853646.1	maker-9045pb_lg7-snap-gene-2.2444-mRNA-1
OG0002959	maker-unitig_6|quiver-snap-gene-2.1904-mRNA-1	XP_960038.1	jgi|Neudi1|168049|estExt_fgenesh3_kg.C_90056	maker-scaffold447-snap-gene-0.439-mRNA-1	maker-10397pb_lg7-snap-gene-3.2094-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1852-mRNA-1	maker-10752pb_lg7-snap-gene-2.2341-mRNA-1	maker-2503pb_lg7-snap-gene-2.2394-mRNA-1	XP_009853662.1	maker-9045pb_lg7-snap-gene-2.2447-mRNA-1
OG0002960	maker-unitig_6|quiver-augustus-gene-2.1640-mRNA-1	XP_011395387.1	jgi|Neudi1|112684|fgenesh2_pg.C_scaffold_9000120	maker-scaffold2043-snap-gene-0.109-mRNA-1	maker-10397pb_lg7-snap-gene-3.1940-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1576-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1992-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2047-mRNA-1	XP_009853648.1	augustus-9045pb_lg7-processed-gene-2.187-mRNA-1
OG0002961	augustus-unitig_6|quiver-processed-gene-2.70-mRNA-1	XP_959892.1	jgi|Neudi1|127838|estExt_fgenesh2_pg.C_90261	snap_masked-scaffold1763-processed-gene-0.164-mRNA-1	augustus-10397pb_lg7-processed-gene-3.75-mRNA-1	snap_masked-W1434pb_lg7-processed-gene-3.703-mRNA-1	snap_masked-10752pb_lg7-processed-gene-2.985-mRNA-1	snap_masked-2503pb_lg7-processed-gene-2.1000-mRNA-1	XP_009853511.1	snap_masked-9045pb_lg7-processed-gene-2.1028-mRNA-1
OG0002962	maker-unitig_6|quiver-augustus-gene-2.1581-mRNA-1	XP_959907.1	jgi|Neudi1|83221|estExt_Genewise1.C_90607	maker-scaffold1763-augustus-gene-0.239-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1630-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1422-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1936-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1988-mRNA-1	XP_009853498.1	maker-9045pb_lg7-augustus-gene-2.2023-mRNA-1
OG0002963	maker-unitig_6|quiver-augustus-gene-2.1657-mRNA-1	XP_960070.1	jgi|Neudi1|168030|estExt_fgenesh3_kg.C_90037	augustus-scaffold3-processed-gene-0.4-mRNA-1	maker-10397pb_lg7-snap-gene-3.2080-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1588-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2011-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2067-mRNA-1	XP_009853691.1	maker-9045pb_lg7-augustus-gene-2.2103-mRNA-1
OG0002964	maker-unitig_6|quiver-augustus-gene-2.1590-mRNA-1	XP_959501.2	jgi|Neudi1|157308|estExt_fgenesh3_pm.C_90226	maker-scaffold1763-snap-gene-0.253-mRNA-1	maker-10397pb_lg7-snap-gene-3.2021-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1530-mRNA-1	maker-10752pb_lg7-snap-gene-2.2478-mRNA-1	maker-2503pb_lg7-snap-gene-2.2530-mRNA-1	XP_009853517.1	maker-9045pb_lg7-snap-gene-2.2586-mRNA-1
OG0002965	maker-unitig_6|quiver-augustus-gene-2.1574-mRNA-1	XP_959924.1	jgi|Neudi1|101639|estExt_Genewise1Plus.C_90650	maker-scaffold3036-augustus-gene-0.153-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1624-mRNA-1	augustus-W1434pb_lg7-processed-gene-3.33-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1930-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1982-mRNA-1	XP_009853482.1	maker-9045pb_lg7-augustus-gene-2.2017-mRNA-1
OG0002966	maker-unitig_6|quiver-augustus-gene-2.1598-mRNA-1	XP_959632.1	jgi|Neudi1|101503|estExt_Genewise1Plus.C_90507	maker-scaffold1556-augustus-gene-0.36-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1644-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1438-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1951-mRNA-1	maker-2503pb_lg7-augustus-gene-2.2002-mRNA-1	XP_009853541.1	maker-9045pb_lg7-augustus-gene-2.2038-mRNA-1
OG0002967	snap_masked-unitig_6|quiver-processed-gene-2.856-mRNA-1	XP_959662.1	jgi|Neudi1|112722|fgenesh2_pg.C_scaffold_9000158	augustus-scaffold2317-processed-gene-0.8-mRNA-1	augustus-10397pb_lg7-processed-gene-3.128-mRNA-1	snap-W1434pb_lg7-processed-gene-3.1290-mRNA-1	snap_masked-10752pb_lg7-processed-gene-2.1526-mRNA-1	snap_masked-2503pb_lg7-processed-gene-2.1058-mRNA-1	XP_009852740.1	snap_masked-9045pb_lg7-processed-gene-2.1086-mRNA-1
OG0002968	maker-unitig_6|quiver-augustus-gene-2.1562-mRNA-1	XP_959946.2	jgi|Neudi1|168166|estExt_fgenesh3_kg.C_90175	maker-scaffold3036-augustus-gene-0.141-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1614-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1403-mRNA-1	maker-10752pb_lg7-augustus-gene-2.1919-mRNA-1	maker-2503pb_lg7-augustus-gene-2.1971-mRNA-1	XP_009853460.1	maker-9045pb_lg7-augustus-gene-2.2006-mRNA-1
OG0002969	maker-unitig_6|quiver-snap-gene-2.1815-mRNA-1	XP_001728358.2	jgi|Neudi1|26631|scaffold_9-snap.354.1	maker-scaffold3546-snap-gene-0.24-mRNA-1	maker-10397pb_lg7-snap-gene-3.1858-mRNA-1	maker-W1434pb_lg7-snap-gene-3.1631-mRNA-1	maker-10752pb_lg7-snap-gene-2.2255-mRNA-1	maker-2503pb_lg7-snap-gene-2.2303-mRNA-1	XP_009853455.1	maker-9045pb_lg7-snap-gene-2.2357-mRNA-1
OG0002970	augustus-unitig_6|quiver-processed-gene-2.39-mRNA-1	XP_959947.1	jgi|Neudi1|101688|estExt_Genewise1Plus.C_90704	augustus-scaffold3036-processed-gene-0.4-mRNA-1	augustus-10397pb_lg7-processed-gene-3.44-mRNA-1	snap_masked-W1434pb_lg7-processed-gene-3.670-mRNA-1	snap_masked-10752pb_lg7-processed-gene-2.953-mRNA-1	augustus-2503pb_lg7-processed-gene-2.80-mRNA-1	XP_009852733.1	augustus-9045pb_lg7-processed-gene-2.83-mRNA-1
OG0002971	maker-unitig_6|quiver-snap-gene-2.1903-mRNA-1	XP_959747.1	jgi|Neudi1|162836|fgenesh3_kg.9__59__1566_1_CCSY	maker-scaffold2043-augustus-gene-0.90-mRNA-1	maker-10397pb_lg7-augustus-gene-3.1691-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1477-mRNA-1	augustus-10752pb_lg7-processed-gene-2.175-mRNA-1	augustus-2503pb_lg7-processed-gene-2.187-mRNA-1	XP_009853657.1	augustus-9045pb_lg7-processed-gene-2.191-mRNA-1
OG0002972	maker-unitig_6|quiver-augustus-gene-2.1711-mRNA-1	XP_959906.1	jgi|Neudi1|127850|estExt_fgenesh2_pg.C_90273	augustus-scaffold1763-processed-gene-0.24-mRNA-1	augustus-10397pb_lg7-processed-gene-3.443-mRNA-1	maker-W1434pb_lg7-augustus-gene-3.1522-mRNA-1	maker-10752pb_lg7-augustus-gene-2.2110-mRNA-1	augustus-2503pb_lg7-processed-gene-2.549-mRNA-1	XP_009853499.1	maker-9045pb_lg7-augustus-gene-2.2203-mRNA-1
